mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Colour,Answer,Response.keys,Response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,Type,participant,session,id,group,date,expName,psychopyVersion,OS,frameRate,outer_loop.thisRepN,outer_loop.thisTrialN,outer_loop.thisN,outer_loop.thisIndex,outer_loop.ran
,,,,,blue,f,,0,0,17,17,15,1,bravery,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,18,18,0,1,enchanting,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,19,19,17,1,cinema,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,20,20,8,1,sexy,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,21,21,22,1,amazed,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,22,22,14,1,hire,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,23,23,27,1,alive,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,24,24,12,1,pregnant,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,25,25,26,1,comedian,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,26,26,29,1,rewarding,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,27,27,20,1,genius,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,28,28,13,1,cleverness,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,29,29,23,1,travel,Positive,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,,,,,,,,,,,,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,2,0,2,0,1
,,,,,red,d,,0,0,0,0,11,1,fatal,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,1,1,19,1,kidnapper,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,2,2,2,1,attack,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,3,3,10,1,epidemic,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,4,4,15,1,hateful,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,5,5,4,1,catastrophic,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,6,6,8,1,debt,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,7,7,25,1,pain,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,8,8,7,1,death,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,9,9,6,1,crisis,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,10,10,13,1,guillotine,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,11,11,29,1,terrorism,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,12,12,28,1,racism,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,13,13,9,1,disaster,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,14,14,18,1,hijack,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,15,15,17,1,herpes,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,16,16,22,1,mugger,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,17,17,20,1,killer,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,18,18,16,1,heartbroken,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,19,19,21,1,massacre,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,20,20,1,1,assault,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,21,21,24,1,nightmare,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,22,22,23,1,murder,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,23,23,27,1,worry,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,red,d,,0,0,24,24,12,1,genocide,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,25,25,3,1,bury,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,26,26,0,1,infidelity,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,blue,f,,0,0,27,27,5,1,crime,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,green,k,,0,0,28,28,14,1,harm,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,yellow,j,,0,0,29,29,26,1,parasite,Negative,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,,,,,
,,,,,,,,,,,,,,,,666,,,,2023-02-27_19h05.13.249,estroop,2021.2.3,iPhone,62.5,3,0,3,0,1
