mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Colour,Answer,Response.keys,Response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,Type,participant,session,id,group,date,expName,psychopyVersion,OS,frameRate,outer_loop.thisRepN,outer_loop.thisTrialN,outer_loop.thisN,outer_loop.thisIndex,outer_loop.ran
,,,,,yellow,j,,0,0,17,17,2,1,author,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,18,18,17,1,derive,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,19,19,7,1,allow,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,20,20,26,1,solitary,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,21,21,29,1,clipboard,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,22,22,15,1,biscuit,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,23,23,1,1,plywood,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,24,24,23,1,accept,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,25,25,0,1,silverware,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,26,26,8,1,oven,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,27,27,22,1,tartar,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,28,28,14,1,lens,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,29,29,13,1,weatherman,Neutral,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,,,,,,,,,,,,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,1,0,1,0,1
,,,,,yellow,j,,0,0,0,0,17,1,cinema,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,1,1,11,1,adore,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,2,2,18,1,joyful,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,3,3,0,1,enchanting,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,4,4,29,1,rewarding,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,5,5,5,1,magic,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,6,6,26,1,comedian,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,7,7,15,1,bravery,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,8,8,4,1,intelligence,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,9,9,27,1,alive,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,10,10,6,1,winner,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,11,11,8,1,sexy,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,12,12,22,1,amazed,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,13,13,28,1,invent,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,14,14,14,1,hire,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,15,15,20,1,genius,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,16,16,23,1,travel,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,17,17,2,1,energy,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,18,18,10,1,intimacy,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,19,19,21,1,treasure,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,20,20,19,1,thrilling,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,21,21,12,1,pregnant,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,22,22,13,1,cleverness,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,23,23,25,1,joke,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,24,24,3,1,swim,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,25,25,16,1,spectacular,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,26,26,24,1,seduction,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,27,27,7,1,happy,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,28,28,9,1,festival,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,29,29,1,1,prosper,Positive,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,,,,,,,,,,,,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,2,0,2,0,1
,,,,,yellow,j,,0,0,0,0,19,1,kidnapper,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,1,1,3,1,bury,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,2,2,8,1,debt,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,3,3,26,1,parasite,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,4,4,17,1,herpes,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,5,5,27,1,worry,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,6,6,18,1,hijack,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,7,7,28,1,racism,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,8,8,15,1,hateful,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,9,9,5,1,crime,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,10,10,22,1,mugger,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,11,11,24,1,nightmare,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,12,12,29,1,terrorism,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,13,13,4,1,catastrophic,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,14,14,2,1,attack,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,15,15,25,1,pain,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,16,16,14,1,harm,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,17,17,1,1,assault,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,18,18,13,1,guillotine,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,19,19,9,1,disaster,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,20,20,23,1,murder,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,red,d,,0,0,21,21,11,1,fatal,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,22,22,10,1,epidemic,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,23,23,16,1,heartbroken,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,24,24,6,1,crisis,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,25,25,0,1,infidelity,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,26,26,7,1,death,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,green,k,,0,0,27,27,12,1,genocide,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,blue,f,,0,0,28,28,20,1,killer,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,yellow,j,,0,0,29,29,21,1,massacre,Negative,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,,,,,
,,,,,,,,,,,,,,,,,,,,2022-02-16_16h01.54.743,estroop,2021.2.3,Win32,59.92329818,3,0,3,0,1
