mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Colour,Answer,Response.keys,Response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,Type,participant,session,id,group,date,expName,psychopyVersion,OS,frameRate,outer_loop.thisRepN,outer_loop.thisTrialN,outer_loop.thisN,outer_loop.thisIndex,outer_loop.ran
,,,,,red,d,,0,0,5,5,17,1,derive,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,6,6,11,1,abbey,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,7,7,9,1,bathroom,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,8,8,5,1,basis,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,9,9,1,1,plywood,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,10,10,2,1,author,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,11,11,26,1,solitary,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,12,12,13,1,weatherman,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,13,13,28,1,basket,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,14,14,19,1,asparagus,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,15,15,12,1,appendix,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,16,16,24,1,consulate,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,17,17,23,1,accept,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,18,18,8,1,oven,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,19,19,20,1,clinic,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,20,20,25,1,hole,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,21,21,21,1,adjacent,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,22,22,4,1,conservative,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,23,23,22,1,tartar,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,24,24,0,1,silverware,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,25,25,10,1,omission,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,26,26,16,1,involvement,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,27,27,27,1,dozen,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,28,28,3,1,acre,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,29,29,6,1,branch,Neutral,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,,,,,,,,,,,,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,1,0,1,0,1
,,,,,red,d,,0,0,0,0,18,1,joyful,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,1,1,4,1,intelligence,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,2,2,25,1,joke,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,3,3,21,1,treasure,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,4,4,10,1,intimacy,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,5,5,11,1,adore,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,6,6,16,1,spectacular,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,7,7,20,1,genius,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,8,8,26,1,comedian,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,9,9,17,1,cinema,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,10,10,8,1,sexy,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,11,11,14,1,hire,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,12,12,28,1,invent,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,13,13,12,1,pregnant,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,14,14,13,1,cleverness,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,15,15,6,1,winner,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,16,16,27,1,alive,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,17,17,5,1,magic,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,18,18,1,1,prosper,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,19,19,0,1,enchanting,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,20,20,7,1,happy,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,21,21,23,1,travel,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,22,22,29,1,rewarding,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,23,23,22,1,amazed,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,24,24,9,1,festival,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,25,25,3,1,swim,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,26,26,19,1,thrilling,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,27,27,2,1,energy,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,28,28,24,1,seduction,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,29,29,15,1,bravery,Positive,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,,,,,,,,,,,,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,2,0,2,0,1
,,,,,yellow,j,,0,0,0,0,3,1,bury,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,1,1,14,1,harm,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,2,2,5,1,crime,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,3,3,12,1,genocide,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,4,4,21,1,massacre,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,5,5,25,1,pain,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,6,6,8,1,debt,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,7,7,17,1,herpes,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,8,8,18,1,hijack,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,9,9,13,1,guillotine,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,10,10,2,1,attack,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,11,11,28,1,racism,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,12,12,6,1,crisis,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,13,13,24,1,nightmare,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,14,14,7,1,death,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,15,15,4,1,catastrophic,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,16,16,29,1,terrorism,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,17,17,27,1,worry,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,18,18,20,1,killer,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,19,19,19,1,kidnapper,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,20,20,10,1,epidemic,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,21,21,11,1,fatal,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,22,22,26,1,parasite,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,23,23,23,1,murder,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,24,24,22,1,mugger,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,25,25,9,1,disaster,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,red,d,,0,0,26,26,15,1,hateful,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,green,k,,0,0,27,27,0,1,infidelity,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,yellow,j,,0,0,28,28,16,1,heartbroken,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,blue,f,,0,0,29,29,1,1,assault,Negative,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,,,,,
,,,,,,,,,,,,,,,,1,1,1,,2022-11-10_08h41.35.121,estroop,2021.2.3,iPhone,58.82352941,3,0,3,0,1
